Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Banja Luka,PM2.5 - Principal,2021-09-17 11:00 AM,2021,9,17,11,23.1,74,Moderate,26.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 12:00 PM,2021,9,17,12,22.5,73,Moderate,21.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 01:00 PM,2021,9,17,13,17.9,63,Moderate,12.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 02:00 PM,2021,9,17,14,16.5,60,Moderate,15.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 03:00 PM,2021,9,17,15,12.7,52,Moderate,8.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 04:00 PM,2021,9,17,16,10.2,43,Good,7.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 05:00 PM,2021,9,17,17,8.3,35,Good,6.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 06:00 PM,2021,9,17,18,8.3,35,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 07:00 PM,2021,9,17,19,6.6,28,Good,5.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 08:00 PM,2021,9,17,20,6.3,26,Good,5.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 09:00 PM,2021,9,17,21,6.2,26,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 10:00 PM,2021,9,17,22,6.1,25,Good,6.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-17 11:00 PM,2021,9,17,23,5.0,21,Good,3.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 12:00 AM,2021,9,18,0,4.7,20,Good,4.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 01:00 AM,2021,9,18,1,4.7,20,Good,4.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 02:00 AM,2021,9,18,2,4.2,18,Good,3.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 03:00 AM,2021,9,18,3,4.0,17,Good,3.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 04:00 AM,2021,9,18,4,3.8,16,Good,3.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 05:00 AM,2021,9,18,5,3.9,16,Good,4.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 06:00 AM,2021,9,18,6,3.9,16,Good,3.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 07:00 AM,2021,9,18,7,4.3,18,Good,5.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 08:00 AM,2021,9,18,8,5.1,21,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 09:00 AM,2021,9,18,9,6.0,25,Good,6.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 10:00 AM,2021,9,18,10,6.1,25,Good,6.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 11:00 AM,2021,9,18,11,6.2,26,Good,6.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 12:00 PM,2021,9,18,12,6.9,29,Good,7.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 01:00 PM,2021,9,18,13,6.0,25,Good,5.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 02:00 PM,2021,9,18,14,6.0,25,Good,6.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 03:00 PM,2021,9,18,15,5.4,23,Good,4.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 04:00 PM,2021,9,18,16,5.5,23,Good,5.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 05:00 PM,2021,9,18,17,5.3,22,Good,5.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 06:00 PM,2021,9,18,18,5.3,22,Good,5.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 07:00 PM,2021,9,18,19,5.3,22,Good,5.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 08:00 PM,2021,9,18,20,5.6,23,Good,6.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 09:00 PM,2021,9,18,21,6.8,28,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 10:00 PM,2021,9,18,22,9.6,40,Good,12.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-18 11:00 PM,2021,9,18,23,10.2,43,Good,10.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 12:00 AM,2021,9,19,0,9.2,38,Good,8.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 01:00 AM,2021,9,19,1,8.5,35,Good,7.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 02:00 AM,2021,9,19,2,8.2,34,Good,7.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 03:00 AM,2021,9,19,3,7.4,31,Good,6.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 04:00 AM,2021,9,19,4,7.4,31,Good,7.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 05:00 AM,2021,9,19,5,6.8,28,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 06:00 AM,2021,9,19,6,7.8,33,Good,8.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 07:00 AM,2021,9,19,7,7.2,30,Good,6.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 08:00 AM,2021,9,19,8,8.3,35,Good,9.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 09:00 AM,2021,9,19,9,11.7,49,Good,15.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 10:00 AM,2021,9,19,10,10.9,45,Good,10.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 11:00 AM,2021,9,19,11,9.9,41,Good,8.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 12:00 PM,2021,9,19,12,9.3,39,Good,8.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 01:00 PM,2021,9,19,13,8.9,37,Good,8.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 02:00 PM,2021,9,19,14,9.0,38,Good,9.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 03:00 PM,2021,9,19,15,9.1,38,Good,9.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 04:00 PM,2021,9,19,16,9.0,38,Good,9.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 05:00 PM,2021,9,19,17,8.5,35,Good,8.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 06:00 PM,2021,9,19,18,8.1,34,Good,7.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 07:00 PM,2021,9,19,19,8.2,34,Good,8.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 08:00 PM,2021,9,19,20,8.5,35,Good,8.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 09:00 PM,2021,9,19,21,11.6,48,Good,14.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 10:00 PM,2021,9,19,22,13.2,53,Moderate,14.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-19 11:00 PM,2021,9,19,23,13.8,55,Moderate,14.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 12:00 AM,2021,9,20,0,12.3,51,Moderate,10.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 01:00 AM,2021,9,20,1,10.9,45,Good,9.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 02:00 AM,2021,9,20,2,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 03:00 AM,2021,9,20,3,9.7,40,Good,9.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 04:00 AM,2021,9,20,4,8.3,35,Good,7.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 05:00 AM,2021,9,20,5,7.8,33,Good,7.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 06:00 AM,2021,9,20,6,7.6,32,Good,7.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 07:00 AM,2021,9,20,7,7.3,30,Good,7.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 08:00 AM,2021,9,20,8,7.0,29,Good,6.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 09:00 AM,2021,9,20,9,6.3,26,Good,5.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 10:00 AM,2021,9,20,10,6.5,27,Good,6.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 11:00 AM,2021,9,20,11,5.7,24,Good,5.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 12:00 PM,2021,9,20,12,5.1,21,Good,4.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 01:00 PM,2021,9,20,13,5.5,23,Good,5.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 02:00 PM,2021,9,20,14,7.4,31,Good,9.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 03:00 PM,2021,9,20,15,8.4,35,Good,9.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 04:00 PM,2021,9,20,16,8.5,35,Good,8.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 05:00 PM,2021,9,20,17,8.7,36,Good,8.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 06:00 PM,2021,9,20,18,8.1,34,Good,7.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 07:00 PM,2021,9,20,19,8.1,34,Good,8.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 08:00 PM,2021,9,20,20,9.4,39,Good,10.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 09:00 PM,2021,9,20,21,10.1,42,Good,10.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 10:00 PM,2021,9,20,22,14.0,55,Moderate,17.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-20 11:00 PM,2021,9,20,23,15.6,58,Moderate,17.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 12:00 AM,2021,9,21,0,15.4,58,Moderate,15.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 01:00 AM,2021,9,21,1,14.8,57,Moderate,14.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 02:00 AM,2021,9,21,2,13.3,54,Moderate,11.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 03:00 AM,2021,9,21,3,12.4,52,Moderate,11.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 04:00 AM,2021,9,21,4,10.9,45,Good,9.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 05:00 AM,2021,9,21,5,10.8,45,Good,10.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 06:00 AM,2021,9,21,6,10.0,42,Good,9.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 07:00 AM,2021,9,21,7,9.4,39,Good,8.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 08:00 AM,2021,9,21,8,10.6,44,Good,11.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 09:00 AM,2021,9,21,9,12.5,52,Moderate,14.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 10:00 AM,2021,9,21,10,16.0,59,Moderate,19.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 11:00 AM,2021,9,21,11,18.4,64,Moderate,20.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 12:00 PM,2021,9,21,12,14.9,57,Moderate,11.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 01:00 PM,2021,9,21,13,11.4,48,Good,7.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 02:00 PM,2021,9,21,14,10.5,44,Good,9.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 03:00 PM,2021,9,21,15,10.0,42,Good,9.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 04:00 PM,2021,9,21,16,8.5,35,Good,7.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 05:00 PM,2021,9,21,17,8.1,34,Good,7.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 06:00 PM,2021,9,21,18,8.0,33,Good,7.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 07:00 PM,2021,9,21,19,8.9,37,Good,9.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 08:00 PM,2021,9,21,20,10.5,44,Good,12.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 09:00 PM,2021,9,21,21,13.7,54,Moderate,16.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 10:00 PM,2021,9,21,22,20.4,68,Moderate,27.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-21 11:00 PM,2021,9,21,23,19.6,67,Moderate,18.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 12:00 AM,2021,9,22,0,18.2,64,Moderate,16.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 01:00 AM,2021,9,22,1,18.1,64,Moderate,18.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 02:00 AM,2021,9,22,2,15.1,57,Moderate,12.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 03:00 AM,2021,9,22,3,14.7,56,Moderate,14.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 04:00 AM,2021,9,22,4,11.5,48,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 05:00 AM,2021,9,22,5,10.4,43,Good,9.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 06:00 AM,2021,9,22,6,9.2,38,Good,7.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 07:00 AM,2021,9,22,7,8.5,35,Good,7.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 08:00 AM,2021,9,22,8,9.1,38,Good,9.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 09:00 AM,2021,9,22,9,9.9,41,Good,10.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 10:00 AM,2021,9,22,10,10.6,44,Good,11.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 11:00 AM,2021,9,22,11,10.8,45,Good,11.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 12:00 PM,2021,9,22,12,11.7,49,Good,12.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 01:00 PM,2021,9,22,13,14.3,56,Moderate,17.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 02:00 PM,2021,9,22,14,14.7,56,Moderate,15.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 03:00 PM,2021,9,22,15,12.9,53,Moderate,11.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 04:00 PM,2021,9,22,16,11.5,48,Good,10.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 05:00 PM,2021,9,22,17,11.0,46,Good,10.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 06:00 PM,2021,9,22,18,12.9,53,Moderate,14.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 07:00 PM,2021,9,22,19,14.3,56,Moderate,16.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 08:00 PM,2021,9,22,20,14.1,55,Moderate,13.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 09:00 PM,2021,9,22,21,13.1,53,Moderate,11.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 10:00 PM,2021,9,22,22,20.1,68,Moderate,27.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-22 11:00 PM,2021,9,22,23,24.2,76,Moderate,28.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 12:00 AM,2021,9,23,0,22.3,72,Moderate,20.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 01:00 AM,2021,9,23,1,20.2,68,Moderate,18.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 02:00 AM,2021,9,23,2,15.5,58,Moderate,10.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 03:00 AM,2021,9,23,3,13.5,54,Moderate,11.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 04:00 AM,2021,9,23,4,11.1,46,Good,8.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 05:00 AM,2021,9,23,5,9.6,40,Good,8.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 06:00 AM,2021,9,23,6,8.8,37,Good,8.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 07:00 AM,2021,9,23,7,8.6,36,Good,8.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 08:00 AM,2021,9,23,8,9.3,39,Good,10.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 09:00 AM,2021,9,23,9,11.4,48,Good,13.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 10:00 AM,2021,9,23,10,9.9,41,Good,8.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 11:00 AM,2021,9,23,11,9.5,40,Good,9.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 12:00 PM,2021,9,23,12,8.5,35,Good,7.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 01:00 PM,2021,9,23,13,7.3,30,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 02:00 PM,2021,9,23,14,6.9,29,Good,6.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 03:00 PM,2021,9,23,15,6.8,28,Good,6.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 04:00 PM,2021,9,23,16,6.8,28,Good,6.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 05:00 PM,2021,9,23,17,6.4,27,Good,6.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 06:00 PM,2021,9,23,18,6.1,25,Good,5.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 07:00 PM,2021,9,23,19,6.0,25,Good,5.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 08:00 PM,2021,9,23,20,16.1,59,Moderate,26.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 09:00 PM,2021,9,23,21,23.1,74,Moderate,30.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 10:00 PM,2021,9,23,22,26.8,82,Moderate,30.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-23 11:00 PM,2021,9,23,23,18.9,65,Moderate,10.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 12:00 AM,2021,9,24,0,13.9,55,Moderate,9.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 01:00 AM,2021,9,24,1,11.1,46,Good,8.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 02:00 AM,2021,9,24,2,10.0,42,Good,9.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 03:00 AM,2021,9,24,3,13.0,53,Moderate,16.0,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 04:00 AM,2021,9,24,4,13.6,54,Moderate,14.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 05:00 AM,2021,9,24,5,11.2,47,Good,8.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 06:00 AM,2021,9,24,6,11.4,48,Good,11.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 07:00 AM,2021,9,24,7,11.4,48,Good,11.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 08:00 AM,2021,9,24,8,10.9,45,Good,10.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 09:00 AM,2021,9,24,9,11.7,49,Good,12.6,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 10:00 AM,2021,9,24,10,12.0,50,Good,12.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 11:00 AM,2021,9,24,11,13.7,54,Moderate,15.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 12:00 PM,2021,9,24,12,12.8,52,Moderate,11.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 01:00 PM,2021,9,24,13,10.9,45,Good,8.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 02:00 PM,2021,9,24,14,8.5,35,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 03:00 PM,2021,9,24,15,7.2,30,Good,5.9,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 04:00 PM,2021,9,24,16,6.7,28,Good,6.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 05:00 PM,2021,9,24,17,6.4,27,Good,6.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 06:00 PM,2021,9,24,18,6.6,28,Good,6.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 07:00 PM,2021,9,24,19,7.6,32,Good,8.5,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 08:00 PM,2021,9,24,20,12.9,53,Moderate,18.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 09:00 PM,2021,9,24,21,19.5,67,Moderate,26.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 10:00 PM,2021,9,24,22,22.3,72,Moderate,25.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-24 11:00 PM,2021,9,24,23,23.3,75,Moderate,24.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 12:00 AM,2021,9,25,0,17.0,61,Moderate,10.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 01:00 AM,2021,9,25,1,14.1,55,Moderate,11.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 02:00 AM,2021,9,25,2,13.4,54,Moderate,12.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 03:00 AM,2021,9,25,3,11.6,48,Good,9.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 04:00 AM,2021,9,25,4,10.2,43,Good,8.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 05:00 AM,2021,9,25,5,9.4,39,Good,8.7,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 06:00 AM,2021,9,25,6,9.1,38,Good,8.8,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 07:00 AM,2021,9,25,7,9.2,38,Good,9.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 08:00 AM,2021,9,25,8,11.7,49,Good,14.2,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 09:00 AM,2021,9,25,9,13.5,54,Moderate,15.3,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 10:00 AM,2021,9,25,10,14.8,57,Moderate,16.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 11:00 AM,2021,9,25,11,14.0,55,Moderate,13.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 12:00 PM,2021,9,25,12,12.2,51,Moderate,10.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 01:00 PM,2021,9,25,13,10.4,43,Good,8.4,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 02:00 PM,2021,9,25,14,9.7,40,Good,9.1,UG/M3,1 Hr,Valid
Banja Luka,PM2.5 - Principal,2021-09-25 03:00 PM,2021,9,25,15,9.8,41,Good,9.8,UG/M3,1 Hr,Valid
